#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
CP009447.1	3	20150227	319705	Mycobacterium abscessus subsp. bolletii strain MM1513
CP009613.1	1	20141103	319705	Mycobacterium abscessus subsp. bolletii strain MC1518
CP009407.1	2	20141009	1299325	Mycobacterium abscessus subsp. bolletii 103
CP004374.1	5	20140515	1303024	Mycobacterium abscessus subsp. bolletii 50594
AP014547.1	2	20141223	1001714	Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300
CP003699.2	8	20140611	1198627	Mycobacterium abscessus subsp. bolletii str. GO 06
FR878060.1	4	20150403	572418	Mycobacterium africanum GM041182
CP000479.1	8	20140515	243243	Mycobacterium avium 104
CP009614.1	1	20141103	44454	Mycobacterium avium subsp. avium strain DJO-44271
CP009493.1	2	20141015	1299330	Mycobacterium avium subsp. avium 2285 (R)
CP009482.1	2	20141015	1299329	Mycobacterium avium subsp. avium 2285 (S)
AP012555.1	1	20130901	1229671	Mycobacterium avium subsp. hominissuis TH135 chromosomal
CP010113.1	2	20150422	1770	Mycobacterium avium subsp. paratuberculosis strain E1
CP010114.1	2	20150422	1770	Mycobacterium avium subsp. paratuberculosis strain E93
AE016958.1	6	20140515	262316	Mycobacterium avium subsp. paratuberculosis K-10
CP005928.1	2	20140203	1199187	Mycobacterium avium subsp. paratuberculosis MAP4
CP009449.1	1	20140928	1765	Mycobacterium bovis strain ATCC BAA-935
BX248333.1	12	20150227	233413	Mycobacterium bovis AF2122/97
CP003494.1	3	20140515	998092	Mycobacterium bovis BCG str. ATCC 35743
CP003900.2	6	20140515	1206780	Mycobacterium bovis BCG str. Korea 1168P
CP002095.1	5	20140515	717522	Mycobacterium bovis BCG str. Mexico
AM408590.1	4	20150227	410289	Mycobacterium bovis BCG str. Pasteur 1173P2
AP010918.1	6	20120822	561275	Mycobacterium bovis BCG str. Tokyo 172
HE572590.1	5	20150227	1048245	Mycobacterium canettii CIPT 140010059
FO203507.1	3	20150227	1205676	Mycobacterium canettii CIPT 140060008
FO203508.1	3	20150227	1205675	Mycobacterium canettii CIPT 140070008
FO203509.1	3	20150227	1205674	Mycobacterium canettii CIPT 140070010
FO203510.1	3	20150227	1205677	Mycobacterium canettii CIPT 140070017
CP003053.1	2	20130723	710421	Mycobacterium chubuense NBB4
CP000656.1	7	20140515	350054	Mycobacterium gilvum PYR-GCK
CP002385.1	3	20120323	278137	Mycobacterium gilvum Spyr1
CP002275.1	8	20150326	1232724	Mycobacterium indicus pranii MTCC 9506
CP009499.1	1	20141021	1299331	Mycobacterium intracellulare 1956
CP003322.1	6	20140515	487521	Mycobacterium intracellulare ATCC 13950
CP003323.1	5	20140515	1138382	Mycobacterium intracellulare MOTT-02
CP003324.1	5	20140515	1138383	Mycobacterium intracellulare MOTT-64
CP009481.1	1	20140928	1299326	Mycobacterium kansasii 662
CP009483.1	1	20140928	1299328	Mycobacterium kansasii 824
CP006835.1	5	20140515	557599	Mycobacterium kansasii ATCC 12478
FM211192.1	3	20150227	561304	Mycobacterium leprae Br4923
AL450380.1	5	20150206	272631	Mycobacterium leprae TN
CP003899.1	4	20140515	459424	Mycobacterium liflandii 128FXT
CP000854.1	6	20140516	216594	Mycobacterium marinum M
CP006936.1	4	20140501	700508	Mycobacterium neoaurum VKM Ac-1815D
CP003169.1	2	20130723	710685	Mycobacterium rhodesiae NBB3
CP009495.1	2	20150227	1772	Mycobacterium smegmatis strain INHR1
CP009496.1	2	20150227	1772	Mycobacterium smegmatis strain INHR2
CP003078.1	2	20130723	710686	Mycobacterium smegmatis JS623
CP000480.1	9	20140515	246196	Mycobacterium smegmatis str. MC2 155
CP001663.1	5	20140515	246196	Mycobacterium smegmatis str. MC2 155
CP009494.1	2	20150227	246196	Mycobacterium smegmatis str. MC2 155
CP002329.1	6	20140515	875328	Mycobacterium sp. JDM601
CP000580.1	6	20140515	164757	Mycobacterium sp. JLS
CP000518.1	6	20140515	189918	Mycobacterium sp. KMS
CP000384.1	8	20140515	164756	Mycobacterium sp. MCS
CP000385.1	5	20140515	164756	Mycobacterium sp. MCS Plasmid1
CP003491.1	6	20140515	1168287	Mycobacterium sp. MOTT36Y
CP009914.1	2	20150307	1273687	Mycobacterium sp. VKM Ac-1817D
CP007809.1	2	20140626	1773	Mycobacterium tuberculosis strain KIT87190
CP009426.1	1	20140923	1773	Mycobacterium tuberculosis strain 96075
CP009427.1	1	20140923	1773	Mycobacterium tuberculosis strain 96121
CP009101.1	1	20140808	1773	Mycobacterium tuberculosis strain ZMC13-88
CP009100.1	1	20140808	1773	Mycobacterium tuberculosis strain ZMC13-264
HG813240.1	1	20141103	1427516	Mycobacterium tuberculosis 49-02
HE663067.1	3	20150227	1138877	Mycobacterium tuberculosis 7199-99
CP002883.1	3	20141002	1010836	Mycobacterium tuberculosis BT1
CP002882.1	3	20141002	1010835	Mycobacterium tuberculosis BT2
CP005386.1	5	20140515	1310114	Mycobacterium tuberculosis CAS/NITR204
CP001641.1	5	20140515	443149	Mycobacterium tuberculosis CCDC5079
CP002884.1	4	20140515	443149	Mycobacterium tuberculosis CCDC5079
CP001642.1	5	20140515	443150	Mycobacterium tuberculosis CCDC5180
CP002885.1	3	20141002	443150	Mycobacterium tuberculosis CCDC5180
AE000516.2	7	20140515	83331	Mycobacterium tuberculosis CDC1551
CP002992.1	7	20140515	707235	Mycobacterium tuberculosis CTRI-2
CP006578.1	5	20140515	1306414	Mycobacterium tuberculosis EAI5
CP005387.1	5	20140515	1310115	Mycobacterium tuberculosis EAI5/NITR206
CP000717.1	2	20131212	336982	Mycobacterium tuberculosis F11
CP000611.1	6	20140515	419947	Mycobacterium tuberculosis H37Ra
AL123456.3	10	20150227	83332	Mycobacterium tuberculosis H37Rv
CP003248.2	3	20141002	83332	Mycobacterium tuberculosis H37Rv
CP009480.1	1	20140928	83332	Mycobacterium tuberculosis H37Rv
CP007027.1	2	20150222	1437856	Mycobacterium tuberculosis H37RvSiena
CP002871.1	3	20141002	1010834	Mycobacterium tuberculosis HKBS1
CP007803.1	1	20140607	1249615	Mycobacterium tuberculosis K
CP001976.1	2	20140902	478435	Mycobacterium tuberculosis KZN 605
CP001658.1	2	20140902	478434	Mycobacterium tuberculosis KZN 1435
CP001662.1	2	20141002	478433	Mycobacterium tuberculosis KZN 4207
CM000787.2	3	20100606	478433	Mycobacterium tuberculosis KZN 4207 chromosome
CM000789.2	3	20100609	663886	Mycobacterium tuberculosis KZN R506 chromosome
CM000788.2	3	20100609	663887	Mycobacterium tuberculosis KZN V2475 chromosome
CP003233.1	5	20140515	1091500	Mycobacterium tuberculosis RGTB327
CP003234.1	6	20140515	1091501	Mycobacterium tuberculosis RGTB423
CP005082.1	6	20140515	1306400	Mycobacterium tuberculosis str. Beijing/NITR203
AP012340.1	6	20130329	652616	Mycobacterium tuberculosis str. Erdman = ATCC 35801
CP001664.1	2	20141002	395095	Mycobacterium tuberculosis str. Haarlem
CP004886.1	5	20140515	1304279	Mycobacterium tuberculosis str. Haarlem/NITR202
HE608151.1	4	20150227	1097669	Mycobacterium tuberculosis UT205
CP000325.1	5	20140515	362242	Mycobacterium ulcerans Agy99
CP000511.1	6	20140515	350058	Mycobacterium vanbaalenii PYR-1
CP003347.1	5	20140515	1138871	Mycobacterium yongonense 05-1390
FP671138.1	3	20150227	2110	Mycoplasma agalactiae 5632
CU179680.1	8	20150227	2110	Mycoplasma agalactiae PG2 chromosome
CP001047.1	6	20140515	243272	Mycoplasma arthritidis 158L3-1
CP002058.1	6	20140515	767465	Mycoplasma bovis HB0801
CP002513.1	4	20140515	956483	Mycoplasma bovis Hubei-1
CP002188.1	6	20140515	289397	Mycoplasma bovis PG45 clone MU clone A2
CP007154.1	5	20140501	743966	Mycoplasma bovoculi M165/69
AP013353.1	3	20141119	1397850	Mycoplasma californicum HAZ160_1
CP000123.1	7	20140515	340047	Mycoplasma capricolum subsp. capricolum ATCC 27343
LM995445.1	1	20140815	40480	Mycoplasma capricolum subsp. capripneumoniae str. Abomsa chromosome
CP006959.1	1	20150211	1124992	Mycoplasma capricolum subsp. capripneumoniae 87001
FM864216.2	5	20140805	45361	Mycoplasma conjunctivae
CP001991.1	6	20140515	512564	Mycoplasma crocodyli MP145
HF559394.1	2	20150227	1246955	Mycoplasma cynos C142
CP007229.1	1	20150307	86660	Mycoplasma dispar strain ATCC 27140
CP001995.1	6	20140515	637387	Mycoplasma fermentans JER
CP002458.1	6	20140516	943945	Mycoplasma fermentans M64
AP009608.1	1	20090603	496833	Mycoplasma fermentans PG18 DNA
CP007585.1	2	20150326	743971	Mycoplasma flocculare ATCC 27399
CP003512.1	4	20140516	1159203	Mycoplasma gallisepticum CA06_2006.052-5-2P
CP003511.1	4	20140516	1159202	Mycoplasma gallisepticum NC06_2006.080-5-2P
CP003513.1	4	20140516	1159204	Mycoplasma gallisepticum NC08_2008.031-4-3P
CP003507.1	4	20140516	1159198	Mycoplasma gallisepticum NC95_13295-2-2P
CP003508.1	4	20140516	1159199	Mycoplasma gallisepticum NC96_1596-4-2P
CP003509.1	4	20140516	1159200	Mycoplasma gallisepticum NY01_2001.047-5-1P
CP006916.2	5	20140515	1006581	Mycoplasma gallisepticum S6
CP001873.1	5	20140516	708616	Mycoplasma gallisepticum str. F
CP001872.1	5	20140516	710128	Mycoplasma gallisepticum str. R(high)
AE015450.2	8	20140515	710127	Mycoplasma gallisepticum str. R(low)
CP003506.1	4	20140516	1159197	Mycoplasma gallisepticum VA94_7994-1-7P
CP003510.1	4	20140516	1159201	Mycoplasma gallisepticum WI01_2001.043-13-2P
L43967.2	10	20140515	243273	Mycoplasma genitalium G37
CP003773.1	4	20140515	662947	Mycoplasma genitalium M2288
CP003770.1	4	20140515	663918	Mycoplasma genitalium M2321
CP003771.1	4	20140515	662946	Mycoplasma genitalium M6282
CP003772.1	4	20140515	662945	Mycoplasma genitalium M6320
CP003199.1	6	20140515	1111676	Mycoplasma haemocanis str. Illinois
CP002808.1	5	20140515	859194	Mycoplasma haemofelis Ohio2
FR773153.2	6	20150227	941640	Mycoplasma haemofelis str. Langford 1
CP009677.1	1	20150307	2098	Mycoplasma hominis strain AF1
FP236530.1	3	20150227	347256	Mycoplasma hominis ATCC 23114
CP009652.1	1	20141023	1267000	Mycoplasma hominis ATCC 27545
CP002274.1	6	20140515	907287	Mycoplasma hyopneumoniae 168
CP003131.1	2	20140131	1116211	Mycoplasma hyopneumoniae 168-L
AE017332.1	9	20140515	295358	Mycoplasma hyopneumoniae 232
CP003802.1	3	20140515	754503	Mycoplasma hyopneumoniae 7422
AE017244.1	8	20140515	262722	Mycoplasma hyopneumoniae 7448
AE017243.1	8	20140515	262719	Mycoplasma hyopneumoniae J
CP006849.1	5	20140515	634997	Mycoplasma hyorhinis DBS 1050
CP003231.1	5	20140516	1129369	Mycoplasma hyorhinis GDL-1
CP002170.1	8	20140515	872331	Mycoplasma hyorhinis HUB-1
CP002669.1	6	20140515	936139	Mycoplasma hyorhinis MCLD
CP003914.1	5	20150108	1118964	Mycoplasma hyorhinis SK76
FR668087.1	2	20150227	866629	Mycoplasma leachii 99/014/6
CP002108.1	6	20140515	880447	Mycoplasma leachii PG50 clone MU clone A8
CP011021.1	1	20150402	29561	Mycoplasma meleagridis strain B2096 8B
AE017308.1	6	20141002	267748	Mycoplasma mobile 163K
CP001621.1	5	20140515	436113	Mycoplasma mycoides subsp. capri str. GM12, tetM-lacZ transgenic
CP001668.1	7	20140515	436113	Mycoplasma mycoides subsp. capri str. GM12, deltatypeIIIres transgenic
CP010267.1	2	20150409	2103	Mycoplasma mycoides subsp. mycoides strain izsam_mm5713
CP002107.1	7	20140515	865867	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale
BX293980.2	7	20150227	272632	Mycoplasma mycoides subsp. mycoides SC str. PG1
CP006935.1	5	20140515	1415773	Mycoplasma ovis str. Michigan
CP006771.1	3	20140102	1403316	Mycoplasma parvum str. Indiana
BA000026.2	7	20081202	272633	Mycoplasma penetrans HF-2
AP012303.1	2	20120313	1112856	Mycoplasma pneumoniae 309
CP002077.1	5	20140515	722438	Mycoplasma pneumoniae FH
CP008895.1	1	20140815	1441379	Mycoplasma pneumoniae M29
U00089.2	5	20140131	272634	Mycoplasma pneumoniae M129
CP003913.2	5	20150305	1238993	Mycoplasma pneumoniae M129-B7
AL445566.1	5	20150227	272635	Mycoplasma pulmonis UAB CTIP
CP003021.1	7	20140516	743965	Mycoplasma putrefaciens KS1
CP004357.1	4	20140131	1292033	Mycoplasma putrefaciens Mput9231
FQ790233.1	5	20150227	708248	Mycoplasma suis KI3806
CP002525.1	5	20140515	768700	Mycoplasma suis str. Illinois
AE017245.1	9	20140515	262723	Mycoplasma synoviae 53
CP011096.1	1	20150409	1267001	Mycoplasma synoviae ATCC 25204
CP003703.1	4	20140515	1197325	Mycoplasma wenyonii str. Massachusetts
CP010817.1	1	20150206	480520	Myroides profundi strain D25
CP010327.1	2	20150327	1583100	Myroides sp. A21
CP002830.1	5	20140515	483219	Myxococcus fulvus HW-1
CP004025.1	4	20150118	1278073	Myxococcus stipitatus DSM 14675
CP000113.1	9	20140515	246197	Myxococcus xanthus DK 1622
CP001737.1	7	20150109	479431	Nakamurella multipartita DSM 44233
CP001034.1	5	20140515	457570	Natranaerobius thermophilus JW/NM-WN-LF
CP001279.1	5	20140515	598659	Nautilia profundicola AmH
CP007726.1	1	20150115	546263	Neisseria elongata subsp. glycolytica ATCC 29315
AE004969.1	7	20140515	242231	Neisseria gonorrhoeae FA 1090
CP003909.1	3	20140501	528354	Neisseria gonorrhoeae MS11
CP001050.1	7	20140515	521006	Neisseria gonorrhoeae NCCP11945
FN995097.1	3	20150227	489653	Neisseria lactamica 020-06
CP007524.1	4	20140522	487	Neisseria meningitidis strain 510612
CP009418.1	1	20141210	487	Neisseria meningitidis strain NM3686
CP009420.1	1	20141210	487	Neisseria meningitidis strain NM3682
CP009421.1	1	20141210	487	Neisseria meningitidis strain NM3683
CP009422.1	1	20141210	487	Neisseria meningitidis strain M10208
FM999788.1	2	20150227	604162	Neisseria meningitidis 8013
CP000381.1	4	20140515	374833	Neisseria meningitidis 053442
AM889136.1	6	20150227	662598	Neisseria meningitidis alpha14
CP001561.1	5	20140515	630588	Neisseria meningitidis alpha710
AM421808.1	4	20150206	272831	Neisseria meningitidis FAM18
CP002419.1	6	20140516	935599	Neisseria meningitidis G2136
CP002420.1	6	20140516	909420	Neisseria meningitidis H44/76
CP006869.1	1	20150108	1386087	Neisseria meningitidis LNP21362
CP002421.1	6	20140516	935591	Neisseria meningitidis M01-240149
CP002422.1	6	20140516	935588	Neisseria meningitidis M01-240355
CP002423.1	6	20140516	935593	Neisseria meningitidis M04-240196
CP009419.1	1	20141210	1095685	Neisseria meningitidis M7124
AE002098.2	7	20140515	122586	Neisseria meningitidis MC58
CP002424.1	6	20140516	935589	Neisseria meningitidis NZ-05/33
FR774048.1	4	20150227	942513	Neisseria meningitidis WUE 2594
AL157959.1	4	20150206	122587	Neisseria meningitidis Z2491 serogroup A strain Z2491
HG938353.1	3	20150227	399	Neorhizobium galegae str. HAMBI 540
HG938355.1	3	20150227	399	Neorhizobium galegae str. HAMBI 1141
HG938356.1	3	20150227	399	Neorhizobium galegae str. HAMBI 1141 chromid pHAMBI1141a
CP007481.1	2	20140501	1286528	Neorickettsia helminthoeca str. Oregon
CP001431.1	5	20140515	434131	Neorickettsia risticii str. Illinois
CP000237.1	6	20140515	222891	Neorickettsia sennetsu str. Miyayama
CP007035.1	5	20140613	929713	Niabella soli DSM 19437
CP003178.1	2	20130718	700598	Niastella koreensis GR20-10
CP002452.1	4	20150109	749222	Nitratifractor salsuginis DSM 16511
AP009178.1	3	20090423	387092	Nitratiruptor sp. SB155-2
CP000319.1	9	20140515	323097	Nitrobacter hamburgensis X14
CP000115.1	10	20140515	323098	Nitrobacter winogradskyi Nb-255
CP001798.1	5	20140515	472759	Nitrosococcus halophilus Nc 4
CP000127.1	8	20140515	323261	Nitrosococcus oceani ATCC 19707
CP002086.1	4	20140515	105559	Nitrosococcus watsonii C-113
AL954747.1	5	20150227	228410	Nitrosomonas europaea ATCC 19718
CP000450.1	12	20140515	335283	Nitrosomonas eutropha C91
CP002552.1	5	20140610	153948	Nitrosomonas sp. AL212
CP002876.1	2	20130718	261292	Nitrosomonas sp. Is79A3
CP000103.1	9	20140515	323848	Nitrosospira multiformis ATCC 25196
CP003876.1	4	20140515	1133849	Nocardia brasiliensis ATCC 700358
FO082843.1	3	20150227	1127134	Nocardia cyriacigeorgica GUH-2 chromosome
AP006618.1	10	20080513	247156	Nocardia farcinica IFM 10152
CP006850.1	4	20140618	1415166	Nocardia nova SH22a
CP000509.1	7	20140515	196162	Nocardioides sp. JS614
CP003788.1	5	20140515	1205910	Nocardiopsis alba ATCC BAA-2165
CP002040.1	7	20140515	446468	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
CP001397.1	8	20150326	592029	Nonlabens dokdonensis DSW-6
CP001037.1	6	20140515	63737	Nostoc punctiforme PCC 73102
CP003548.1	2	20130723	317936	Nostoc sp. PCC 7107
BA000019.2	9	20120822	103690	Nostoc sp. PCC 7120
CP003552.1	3	20130723	28072	Nostoc sp. PCC 7524
CP000248.1	10	20140515	279238	Novosphingobium aromaticivorans DSM 12444
CP009291.1	1	20141021	1088721	Novosphingobium pentaromativorans US6-1
FR856862.1	4	20150227	702113	Novosphingobium sp. PP1Y main chromosome, complete replicon
FR856861.1	4	20150227	702113	Novosphingobium sp. PP1Y Mpl megaplasmid, complete replicon
CP003171.1	5	20140515	511062	Oceanimonas sp. GK1
CP002361.1	4	20130414	670487	Oceanithermus profundus DSM 14977
BA000028.3	7	20121023	221109	Oceanobacillus iheyensis HTE831
CP000758.1	6	20140515	439375	Ochrobactrum anthropi ATCC 49188 chromosome 1
CP000759.1	6	20140515	439375	Ochrobactrum anthropi ATCC 49188 chromosome 2
CP003740.1	6	20140515	391626	Octadecabacter antarcticus 307
CP003742.1	6	20140515	391616	Octadecabacter arcticus 238
CP002544.1	6	20140501	709991	Odoribacter splanchnicus DSM 20712
CP000411.1	10	20140515	203123	Oenococcus oeni PSU-1
CP002821.1	6	20140515	1031710	Oligotropha carboxidovorans OM4
CP001196.1	5	20140515	504832	Oligotropha carboxidovorans OM5 strain OM5
CP002826.1	7	20150118	504832	Oligotropha carboxidovorans OM5
CP002106.1	7	20140515	633147	Olsenella uli DSM 7084
AB097150.1	3	20071215	100379	Onion yellows phytoplasma extrachromosomal
AP006628.2	7	20090319	262768	Onion yellows phytoplasma OY-M
CP007053.1	4	20150327	794903	Opitutaceae bacterium TAV5
CP001032.1	4	20140515	452637	Opitutus terrae PB90-1
AM494475.1	3	20150227	357244	Orientia tsutsugamushi str. Boryong
AP008981.1	3	20101223	334380	Orientia tsutsugamushi str. Ikeda
CP003283.1	3	20150118	867902	Ornithobacterium rhinotracheale DSM 15997
CP006828.1	1	20140923	1401325	Ornithobacterium rhinotracheale ORT-UMN 88
CP003607.1	2	20130723	56110	Oscillatoria acuminata PCC 6304
CP003614.1	2	20130723	179408	Oscillatoria nigro-viridis PCC 7112
AP012044.1	2	20130404	693746	Oscillibacter valericigenes Sjm18-20
CP003156.1	4	20150109	926562	Owenweeksia hongkongensis DSM 17368
CP011058.1	2	20150409	1126833	Paenibacillus beijingensis strain DSM 24997
CP009285.1	2	20150108	160799	Paenibacillus borealis strain DSM 13188
CP009288.1	1	20140923	44251	Paenibacillus durus strain DSM 1735
CP009287.1	2	20150108	189425	Paenibacillus graminis strain DSM 15220
CP003355.1	6	20150118	697284	Paenibacillus larvae subsp. larvae DSM 25430
CP003235.1	5	20140515	1116391	Paenibacillus mucilaginosus 3016
CP003422.2	5	20140515	997761	Paenibacillus mucilaginosus K02
CP002869.1	5	20140515	1036673	Paenibacillus mucilaginosus KNP414
CP009428.1	1	20140923	189426	Paenibacillus odorifer strain DSM 15391
CP010268.1	2	20150327	1406	Paenibacillus polymyxa strain Sb3-1
CP006941.1	5	20140515	1429244	Paenibacillus polymyxa CR1
CP000154.1	6	20140515	349520	Paenibacillus polymyxa E681
HE577054.1	4	20150227	1052684	Paenibacillus polymyxa M1 main chromosome
CP002213.2	7	20150402	886882	Paenibacillus polymyxa SC2
CP006872.1	6	20140808	1413214	Paenibacillus polymyxa SQR-21
CP004078.1	5	20141002	1268072	Paenibacillus sabinae T27
CP009241.1	1	20140928	1536774	Paenibacillus sp. FSL H7-0357
CP009279.1	2	20150108	1536775	Paenibacillus sp. FSL H7-0737
CP009280.1	2	20150108	1536769	Paenibacillus sp. FSL P4-0081
CP009281.1	2	20150108	1536770	Paenibacillus sp. FSL R5-0345
CP009282.1	2	20150108	1536771	Paenibacillus sp. FSL R5-0912
CP009283.1	2	20150108	1536772	Paenibacillus sp. FSL R7-0273
CP009284.1	2	20150108	1536773	Paenibacillus sp. FSL R7-0331
CP010976.1	1	20150314	1566358	Paenibacillus sp. IHBB 10380
CP001656.1	3	20131212	324057	Paenibacillus sp. JDR-2
CP001793.1	7	20140515	481743	Paenibacillus sp. Y412MC10
CP009286.1	1	20140923	169760	Paenibacillus stellifer strain DSM 14472
CP003107.1	4	20140515	985665	Paenibacillus terrae HPL-003
CP002345.1	7	20140515	694427	Paludibacter propionicigenes WB4
CP010518.3	3	20150417	93218	Pandoraea apista strain TF81F4
CP011253.1	1	20150417	573737	Pandoraea oxalativorans strain DSM 23570
CP009553.1	1	20141023	93220	Pandoraea pnomenusa strain DSM 16536
CP006900.1	2	20140522	1416914	Pandoraea pnomenusa 3kgm
CP010310.1	1	20150107	93221	Pandoraea pulmonicola strain DSM 16583
